employee_id,year,Jan_present_days,Jan_absent_days,Jan_total_working_days,Jan_projects_completed,Jan_project_performance,Feb_present_days,Feb_absent_days,Feb_total_working_days,Feb_projects_completed,Feb_project_performance,Mar_present_days,Mar_absent_days,Mar_total_working_days,Mar_projects_completed,Mar_project_performance,Apr_present_days,Apr_absent_days,Apr_total_working_days,Apr_projects_completed,Apr_project_performance,May_present_days,May_absent_days,May_total_working_days,May_projects_completed,May_project_performance,Jun_present_days,Jun_absent_days,Jun_total_working_days,Jun_projects_completed,Jun_project_performance,Jul_present_days,Jul_absent_days,Jul_total_working_days,Jul_projects_completed,Jul_project_performance,Aug_present_days,Aug_absent_days,Aug_total_working_days,Aug_projects_completed,Aug_project_performance,Sep_present_days,Sep_absent_days,Sep_total_working_days,Sep_projects_completed,Sep_project_performance,Oct_present_days,Oct_absent_days,Oct_total_working_days,Oct_projects_completed,Oct_project_performance,Nov_present_days,Nov_absent_days,Nov_total_working_days,Nov_projects_completed,Nov_project_performance,Dec_present_days,Dec_absent_days,Dec_total_working_days,Dec_projects_completed,Dec_project_performance
EMP00011,2020,22,1,23,3,82,22,1,23,3,94,17,3,20,1,81,20,1,21,4,72,20,2,22,5,89,23,0,23,3,67,21,2,23,2,60,21,2,23,1,77,19,3,22,3,70,21,0,21,5,99,22,0,22,2,100,22,1,23,5,68
EMP00012,2020,22,0,22,4,62,19,2,21,2,98,20,1,21,2,68,22,0,22,2,84,18,2,20,4,85,20,0,20,5,69,23,0,23,2,92,18,3,21,1,73,21,0,21,4,85,18,2,20,3,85,20,3,23,3,76,20,0,20,1,80
EMP00013,2020,19,2,21,5,82,18,2,20,3,73,22,1,23,5,81,19,2,21,3,77,23,0,23,2,90,19,3,22,4,90,22,0,22,3,68,19,1,20,5,78,17,3,20,4,74,23,0,23,1,68,20,1,21,3,61,18,3,21,3,69
EMP00014,2020,22,1,23,5,62,21,1,22,2,63,19,3,22,1,62,18,2,20,5,90,19,1,20,4,77,20,3,23,5,63,20,2,22,3,70,22,1,23,4,73,20,0,20,2,78,22,1,23,3,75,19,1,20,2,80,20,3,23,5,86
EMP00015,2020,20,1,21,3,80,20,0,20,4,95,20,1,21,1,83,20,3,23,2,64,21,0,21,3,63,21,2,23,2,61,21,1,22,4,63,20,1,21,2,95,19,3,22,5,80,18,2,20,2,91,21,0,21,1,76,22,1,23,1,75
EMP00016,2020,22,0,22,3,91,20,1,21,2,80,19,2,21,3,77,21,1,22,2,85,20,0,20,2,93,18,3,21,2,95,20,2,22,4,83,20,1,21,1,67,19,3,22,2,70,23,0,23,4,69,21,2,23,3,98,22,1,23,1,97
EMP00017,2020,19,3,22,4,92,19,3,22,2,67,22,1,23,1,80,20,1,21,5,98,18,2,20,5,82,19,1,20,5,73,20,1,21,4,61,20,3,23,2,83,20,2,22,1,82,19,3,22,2,63,18,3,21,1,72,21,2,23,5,76
EMP00018,2020,19,2,21,5,93,21,0,21,3,86,20,2,22,5,71,20,1,21,1,93,18,3,21,2,99,18,2,20,5,68,21,1,22,1,76,21,0,21,1,72,21,2,23,4,73,19,2,21,1,73,22,1,23,3,85,20,3,23,2,96
EMP00019,2020,21,1,22,2,99,21,2,23,4,83,20,1,21,4,93,19,1,20,5,79,21,0,21,5,70,23,0,23,2,72,23,0,23,1,96,21,0,21,5,80,20,2,22,3,91,19,2,21,2,83,17,3,20,1,75,19,1,20,3,74
EMP00020,2020,20,1,21,4,65,20,3,23,3,97,20,1,21,5,93,22,1,23,2,65,20,3,23,3,71,20,3,23,3,78,23,0,23,4,93,20,2,22,2,97,18,2,20,3,81,18,2,20,3,73,20,2,22,1,71,22,0,22,4,89
EMP00021,2020,20,3,23,5,76,19,1,20,3,75,20,1,21,4,80,20,3,23,5,66,20,2,22,2,67,22,0,22,3,90,19,1,20,1,70,21,0,21,3,64,20,0,20,3,77,19,3,22,4,87,18,2,20,1,61,22,1,23,1,85
EMP00022,2020,21,1,22,1,65,21,0,21,1,77,21,1,22,1,82,20,3,23,2,81,22,1,23,5,70,23,0,23,5,64,21,1,22,3,91,18,2,20,3,69,22,1,23,3,62,19,3,22,4,96,20,2,22,1,75,19,2,21,2,77
EMP00023,2020,20,3,23,4,70,23,0,23,5,62,17,3,20,2,75,21,2,23,5,85,20,2,22,4,86,20,3,23,1,90,20,0,20,2,73,18,2,20,3,96,21,2,23,1,97,22,0,22,3,61,19,1,20,4,74,18,2,20,3,65
EMP00024,2020,20,1,21,2,64,19,1,20,1,99,21,2,23,4,96,19,2,21,4,66,18,2,20,3,80,18,2,20,4,66,20,2,22,3,98,19,2,21,1,67,21,1,22,3,75,20,3,23,4,86,18,2,20,1,91,18,3,21,1,77
EMP00025,2020,20,1,21,5,62,19,2,21,5,72,20,3,23,4,91,20,2,22,1,79,19,2,21,2,67,19,3,22,1,68,17,3,20,1,74,20,2,22,2,63,19,1,20,3,69,21,0,21,3,93,22,1,23,3,75,19,1,20,4,80
EMP00026,2020,18,3,21,5,81,22,0,22,4,60,21,2,23,3,80,20,2,22,4,63,23,0,23,4,60,18,2,20,3,60,17,3,20,2,71,19,2,21,4,64,19,1,20,3,83,22,1,23,1,73,19,1,20,2,92,22,0,22,2,89
EMP00027,2020,19,3,22,1,73,22,1,23,2,60,19,2,21,3,74,19,1,20,1,96,20,3,23,4,81,20,3,23,3,64,20,2,22,4,85,19,1,20,3,88,19,2,21,2,92,21,1,22,1,98,19,2,21,4,80,21,2,23,2,72
EMP00028,2020,19,2,21,1,83,21,2,23,2,75,19,3,22,1,85,21,0,21,5,78,22,0,22,4,62,18,3,21,3,69,21,1,22,2,99,18,3,21,3,63,20,3,23,5,87,22,1,23,2,61,22,1,23,3,60,21,2,23,1,84
EMP00029,2020,20,2,22,3,62,17,3,20,5,87,23,0,23,1,64,21,1,22,3,66,20,1,21,4,79,21,0,21,4,94,22,0,22,4,91,19,3,22,5,65,19,1,20,1,73,19,2,21,3,79,21,1,22,3,100,17,3,20,5,60
EMP00030,2020,20,1,21,2,60,22,0,22,3,100,17,3,20,4,78,19,3,22,3,84,21,2,23,5,69,18,2,20,3,77,18,3,21,5,76,20,0,20,2,88,21,2,23,5,72,20,1,21,1,86,20,2,22,5,64,20,1,21,1,71
EMP00031,2020,17,3,20,4,100,18,2,20,1,91,20,3,23,3,66,19,1,20,4,64,20,0,20,4,93,17,3,20,3,91,21,0,21,5,73,20,3,23,1,60,22,0,22,4,75,21,0,21,2,67,18,2,20,4,71,21,0,21,1,67
EMP00032,2020,19,1,20,2,94,21,0,21,1,82,20,3,23,2,93,20,0,20,5,94,21,0,21,4,94,20,0,20,2,75,21,1,22,1,86,21,0,21,3,95,19,2,21,5,81,17,3,20,4,83,21,1,22,4,98,18,2,20,4,72
EMP00033,2020,22,1,23,2,73,19,1,20,3,71,19,1,20,5,92,20,3,23,3,94,19,1,20,5,78,17,3,20,2,95,21,0,21,1,71,18,3,21,2,85,20,1,21,2,69,23,0,23,2,97,20,0,20,4,99,23,0,23,2,84
EMP00034,2020,21,2,23,4,85,22,0,22,4,99,19,2,21,4,78,21,1,22,5,96,21,1,22,4,78,19,3,22,2,80,20,1,21,1,83,19,3,22,5,79,19,1,20,1,85,18,3,21,1,84,18,3,21,1,99,22,1,23,2,86
EMP00035,2020,21,2,23,1,62,20,3,23,3,94,18,2,20,2,71,21,1,22,3,86,18,2,20,3,64,21,2,23,1,91,23,0,23,1,79,21,0,21,1,98,20,1,21,3,82,18,3,21,1,62,20,3,23,3,69,22,0,22,4,88
EMP00036,2020,18,3,21,2,97,20,0,20,5,70,22,1,23,2,64,22,1,23,3,61,19,3,22,2,86,19,3,22,2,78,20,3,23,4,66,20,0,20,4,68,19,2,21,1,73,20,3,23,3,74,20,0,20,3,76,20,0,20,4,97
EMP00037,2020,19,2,21,5,99,20,3,23,1,64,18,2,20,3,88,18,3,21,2,94,22,1,23,5,74,18,2,20,3,92,18,3,21,2,83,22,0,22,4,74,17,3,20,1,95,20,2,22,1,60,17,3,20,5,77,17,3,20,1,84
EMP00038,2020,19,1,20,4,79,20,0,20,5,100,19,3,22,3,83,21,0,21,5,78,18,2,20,2,79,18,3,21,1,88,19,2,21,3,73,21,0,21,5,75,19,3,22,2,69,19,3,22,1,86,20,0,20,1,80,17,3,20,2,90
EMP00039,2020,21,0,21,2,80,18,3,21,5,99,19,1,20,5,65,19,3,22,5,64,20,0,20,4,70,22,0,22,3,69,18,3,21,1,72,20,1,21,5,82,22,0,22,4,65,23,0,23,4,61,18,3,21,4,72,22,1,23,2,81
EMP00040,2020,19,1,20,2,95,19,3,22,3,61,21,0,21,4,83,19,3,22,5,68,20,3,23,5,85,22,0,22,3,72,20,2,22,4,72,21,0,21,1,68,20,2,22,1,96,23,0,23,3,93,20,3,23,5,85,22,0,22,5,81
EMP00041,2020,20,1,21,2,67,21,1,22,5,90,20,1,21,4,87,23,0,23,3,79,23,0,23,5,60,18,3,21,1,95,22,1,23,3,88,19,3,22,3,76,22,0,22,2,90,18,3,21,2,88,19,1,20,4,64,22,1,23,4,86
EMP00042,2020,19,3,22,4,60,21,1,22,3,63,21,1,22,2,88,20,1,21,1,99,21,0,21,1,86,17,3,20,3,73,20,3,23,1,63,22,0,22,3,82,22,0,22,3,75,23,0,23,2,67,18,3,21,1,61,20,2,22,4,73
EMP00043,2020,19,3,22,1,93,19,2,21,1,99,21,1,22,5,100,20,1,21,3,87,17,3,20,2,92,22,1,23,3,72,19,2,21,5,66,19,1,20,3,65,23,0,23,4,98,19,3,22,2,94,19,3,22,3,74,18,2,20,4,64
EMP00044,2020,18,3,21,2,67,21,0,21,1,99,18,2,20,1,97,20,1,21,4,75,23,0,23,1,73,21,1,22,2,87,23,0,23,2,60,22,1,23,4,80,20,0,20,1,73,21,1,22,5,83,19,2,21,3,93,19,2,21,3,77
EMP00045,2020,20,3,23,1,69,19,3,22,1,84,22,1,23,1,94,19,1,20,3,60,21,1,22,4,60,18,3,21,3,85,20,1,21,4,92,21,1,22,1,77,20,1,21,5,94,18,2,20,1,75,22,0,22,1,64,17,3,20,2,72
EMP00046,2020,20,1,21,5,61,19,2,21,1,85,19,2,21,5,94,21,2,23,2,99,20,1,21,3,94,21,2,23,2,60,19,2,21,5,91,21,1,22,4,76,23,0,23,2,90,20,3,23,5,77,19,3,22,3,72,21,1,22,4,83
EMP00047,2020,21,0,21,5,82,19,1,20,1,67,20,1,21,2,82,18,3,21,4,79,19,1,20,5,73,19,3,22,4,60,17,3,20,3,82,20,0,20,1,72,20,0,20,1,97,21,0,21,3,90,19,1,20,3,85,22,1,23,5,97
EMP00048,2020,23,0,23,2,77,19,3,22,3,87,18,2,20,5,89,18,3,21,3,81,22,1,23,2,64,20,2,22,3,91,22,1,23,4,90,21,0,21,2,74,18,3,21,3,93,23,0,23,5,61,20,0,20,4,99,19,3,22,2,83
EMP00049,2020,17,3,20,3,99,17,3,20,3,70,21,0,21,1,81,21,2,23,3,68,18,3,21,5,65,22,1,23,5,75,21,1,22,4,79,17,3,20,4,93,20,2,22,4,72,22,1,23,2,76,23,0,23,3,80,19,2,21,1,88
EMP00050,2020,22,0,22,2,67,18,3,21,1,95,18,2,20,4,97,17,3,20,4,60,18,2,20,2,65,21,1,22,1,61,18,3,21,4,80,19,1,20,1,73,19,2,21,5,62,20,3,23,2,80,19,1,20,1,71,19,2,21,1,71
EMP00051,2020,19,2,21,3,70,20,0,20,2,80,18,2,20,5,94,23,0,23,3,79,18,2,20,2,98,20,1,21,4,90,22,0,22,5,65,19,1,20,3,70,21,1,22,1,91,20,2,22,5,62,21,1,22,2,92,19,3,22,1,82
EMP00052,2020,19,3,22,3,65,19,2,21,3,76,20,1,21,1,96,18,3,21,2,65,22,0,22,4,92,19,2,21,2,98,17,3,20,5,84,22,1,23,3,84,19,3,22,2,96,20,2,22,3,65,20,3,23,1,69,21,0,21,2,78
EMP00053,2020,20,3,23,3,64,20,0,20,5,65,20,3,23,5,88,21,2,23,4,86,20,1,21,5,62,21,1,22,4,88,19,1,20,4,71,18,3,21,2,99,19,1,20,1,92,19,1,20,3,63,20,1,21,2,68,20,3,23,2,77
EMP00054,2020,20,1,21,4,98,20,3,23,5,91,19,1,20,5,100,21,0,21,2,90,19,3,22,2,87,20,2,22,5,72,22,1,23,2,60,21,1,22,4,68,21,1,22,1,61,20,3,23,3,82,18,3,21,4,98,20,1,21,4,93
EMP00055,2020,17,3,20,1,99,19,1,20,5,60,20,1,21,3,89,21,0,21,1,77,22,1,23,1,82,19,2,21,5,77,19,2,21,5,60,22,0,22,5,60,19,1,20,4,93,20,1,21,3,91,20,0,20,5,78,19,2,21,5,68
EMP00056,2020,17,3,20,5,78,22,1,23,1,100,20,0,20,5,78,17,3,20,4,72,23,0,23,1,62,22,0,22,1,61,22,0,22,2,66,19,3,22,1,90,17,3,20,5,76,19,2,21,3,88,21,1,22,1,68,18,2,20,2,74
EMP00057,2020,19,2,21,2,93,21,2,23,1,71,17,3,20,3,99,19,1,20,5,99,21,1,22,5,83,20,3,23,4,97,20,0,20,2,95,21,1,22,2,65,17,3,20,4,91,20,1,21,5,74,21,2,23,1,75,20,1,21,5,100
EMP00058,2020,19,3,22,3,62,19,2,21,3,62,21,1,22,2,69,18,2,20,5,95,19,3,22,4,95,17,3,20,4,97,19,2,21,2,79,20,3,23,3,93,20,0,20,2,86,18,3,21,4,74,21,1,22,5,76,22,0,22,2,70
EMP00059,2020,19,1,20,5,71,21,1,22,1,77,22,0,22,3,91,17,3,20,3,92,19,3,22,2,87,17,3,20,2,99,19,3,22,2,87,20,2,22,4,90,19,3,22,5,81,22,0,22,2,65,21,2,23,1,72,19,1,20,4,62
EMP00060,2020,21,2,23,2,77,21,0,21,4,91,19,1,20,4,70,23,0,23,2,77,23,0,23,2,80,18,3,21,5,71,22,0,22,1,80,19,2,21,4,83,20,0,20,1,65,19,2,21,2,63,18,2,20,1,86,21,0,21,5,75
EMP00061,2020,22,1,23,3,82,22,1,23,3,94,17,3,20,1,81,20,1,21,4,72,20,2,22,5,89,23,0,23,3,67,21,2,23,2,60,21,2,23,1,77,19,3,22,3,70,21,0,21,5,99,22,0,22,2,100,22,1,23,5,68
EMP00062,2020,22,0,22,4,62,19,2,21,2,98,20,1,21,2,68,22,0,22,2,84,18,2,20,4,85,20,0,20,5,69,23,0,23,2,92,18,3,21,1,73,21,0,21,4,85,18,2,20,3,85,20,3,23,3,76,20,0,20,1,80
EMP00063,2020,19,2,21,5,82,18,2,20,3,73,22,1,23,5,81,19,2,21,3,77,23,0,23,2,90,19,3,22,4,90,22,0,22,3,68,19,1,20,5,78,17,3,20,4,74,23,0,23,1,68,20,1,21,3,61,18,3,21,3,69
EMP00064,2020,22,1,23,5,62,21,1,22,2,63,19,3,22,1,62,18,2,20,5,90,19,1,20,4,77,20,3,23,5,63,20,2,22,3,70,22,1,23,4,73,20,0,20,2,78,22,1,23,3,75,19,1,20,2,80,20,3,23,5,86
EMP00065,2020,20,1,21,3,80,20,0,20,4,95,20,1,21,1,83,20,3,23,2,64,21,0,21,3,63,21,2,23,2,61,21,1,22,4,63,20,1,21,2,95,19,3,22,5,80,18,2,20,2,91,21,0,21,1,76,22,1,23,1,75
EMP00066,2020,22,0,22,3,91,20,1,21,2,80,19,2,21,3,77,21,1,22,2,85,20,0,20,2,93,18,3,21,2,95,20,2,22,4,83,20,1,21,1,67,19,3,22,2,70,23,0,23,4,69,21,2,23,3,98,22,1,23,1,97
EMP00067,2020,19,3,22,4,92,19,3,22,2,67,22,1,23,1,80,20,1,21,5,98,18,2,20,5,82,19,1,20,5,73,20,1,21,4,61,20,3,23,2,83,20,2,22,1,82,19,3,22,2,63,18,3,21,1,72,21,2,23,5,76
EMP00068,2020,19,2,21,5,93,21,0,21,3,86,20,2,22,5,71,20,1,21,1,93,18,3,21,2,99,18,2,20,5,68,21,1,22,1,76,21,0,21,1,72,21,2,23,4,73,19,2,21,1,73,22,1,23,3,85,20,3,23,2,96
EMP00069,2020,21,1,22,2,99,21,2,23,4,83,20,1,21,4,93,19,1,20,5,79,21,0,21,5,70,23,0,23,2,72,23,0,23,1,96,21,0,21,5,80,20,2,22,3,91,19,2,21,2,83,17,3,20,1,75,19,1,20,3,74
EMP00070,2020,20,1,21,4,65,20,3,23,3,97,20,1,21,5,93,22,1,23,2,65,20,3,23,3,71,20,3,23,3,78,23,0,23,4,93,20,2,22,2,97,18,2,20,3,81,18,2,20,3,73,20,2,22,1,71,22,0,22,4,89
EMP00071,2020,20,3,23,5,76,19,1,20,3,75,20,1,21,4,80,20,3,23,5,66,20,2,22,2,67,22,0,22,3,90,19,1,20,1,70,21,0,21,3,64,20,0,20,3,77,19,3,22,4,87,18,2,20,1,61,22,1,23,1,85
EMP00072,2020,21,1,22,1,65,21,0,21,1,77,21,1,22,1,82,20,3,23,2,81,22,1,23,5,70,23,0,23,5,64,21,1,22,3,91,18,2,20,3,69,22,1,23,3,62,19,3,22,4,96,20,2,22,1,75,19,2,21,2,77
EMP00073,2020,20,3,23,4,70,23,0,23,5,62,17,3,20,2,75,21,2,23,5,85,20,2,22,4,86,20,3,23,1,90,20,0,20,2,73,18,2,20,3,96,21,2,23,1,97,22,0,22,3,61,19,1,20,4,74,18,2,20,3,65
EMP00074,2020,20,1,21,2,64,19,1,20,1,99,21,2,23,4,96,19,2,21,4,66,18,2,20,3,80,18,2,20,4,66,20,2,22,3,98,19,2,21,1,67,21,1,22,3,75,20,3,23,4,86,18,2,20,1,91,18,3,21,1,77
EMP00075,2020,20,1,21,5,62,19,2,21,5,72,20,3,23,4,91,20,2,22,1,79,19,2,21,2,67,19,3,22,1,68,17,3,20,1,74,20,2,22,2,63,19,1,20,3,69,21,0,21,3,93,22,1,23,3,75,19,1,20,4,80
EMP00076,2020,18,3,21,5,81,22,0,22,4,60,21,2,23,3,80,20,2,22,4,63,23,0,23,4,60,18,2,20,3,60,17,3,20,2,71,19,2,21,4,64,19,1,20,3,83,22,1,23,1,73,19,1,20,2,92,22,0,22,2,89
EMP00077,2020,19,3,22,1,73,22,1,23,2,60,19,2,21,3,74,19,1,20,1,96,20,3,23,4,81,20,3,23,3,64,20,2,22,4,85,19,1,20,3,88,19,2,21,2,92,21,1,22,1,98,19,2,21,4,80,21,2,23,2,72
EMP00078,2020,19,2,21,1,83,21,2,23,2,75,19,3,22,1,85,21,0,21,5,78,22,0,22,4,62,18,3,21,3,69,21,1,22,2,99,18,3,21,3,63,20,3,23,5,87,22,1,23,2,61,22,1,23,3,60,21,2,23,1,84
EMP00079,2020,20,2,22,3,62,17,3,20,5,87,23,0,23,1,64,21,1,22,3,66,20,1,21,4,79,21,0,21,4,94,22,0,22,4,91,19,3,22,5,65,19,1,20,1,73,19,2,21,3,79,21,1,22,3,100,17,3,20,5,60
EMP00080,2020,20,1,21,2,60,22,0,22,3,100,17,3,20,4,78,19,3,22,3,84,21,2,23,5,69,18,2,20,3,77,18,3,21,5,76,20,0,20,2,88,21,2,23,5,72,20,1,21,1,86,20,2,22,5,64,20,1,21,1,71
EMP00081,2020,17,3,20,4,100,18,2,20,1,91,20,3,23,3,66,19,1,20,4,64,20,0,20,4,93,17,3,20,3,91,21,0,21,5,73,20,3,23,1,60,22,0,22,4,75,21,0,21,2,67,18,2,20,4,71,21,0,21,1,67
EMP00082,2020,19,1,20,2,94,21,0,21,1,82,20,3,23,2,93,20,0,20,5,94,21,0,21,4,94,20,0,20,2,75,21,1,22,1,86,21,0,21,3,95,19,2,21,5,81,17,3,20,4,83,21,1,22,4,98,18,2,20,4,72
EMP00083,2020,22,1,23,2,73,19,1,20,3,71,19,1,20,5,92,20,3,23,3,94,19,1,20,5,78,17,3,20,2,95,21,0,21,1,71,18,3,21,2,85,20,1,21,2,69,23,0,23,2,97,20,0,20,4,99,23,0,23,2,84
EMP00084,2020,21,2,23,4,85,22,0,22,4,99,19,2,21,4,78,21,1,22,5,96,21,1,22,4,78,19,3,22,2,80,20,1,21,1,83,19,3,22,5,79,19,1,20,1,85,18,3,21,1,84,18,3,21,1,99,22,1,23,2,86
EMP00085,2020,21,2,23,1,62,20,3,23,3,94,18,2,20,2,71,21,1,22,3,86,18,2,20,3,64,21,2,23,1,91,23,0,23,1,79,21,0,21,1,98,20,1,21,3,82,18,3,21,1,62,20,3,23,3,69,22,0,22,4,88
EMP00086,2020,18,3,21,2,97,20,0,20,5,70,22,1,23,2,64,22,1,23,3,61,19,3,22,2,86,19,3,22,2,78,20,3,23,4,66,20,0,20,4,68,19,2,21,1,73,20,3,23,3,74,20,0,20,3,76,20,0,20,4,97
EMP00087,2020,19,2,21,5,99,20,3,23,1,64,18,2,20,3,88,18,3,21,2,94,22,1,23,5,74,18,2,20,3,92,18,3,21,2,83,22,0,22,4,74,17,3,20,1,95,20,2,22,1,60,17,3,20,5,77,17,3,20,1,84
EMP00088,2020,19,1,20,4,79,20,0,20,5,100,19,3,22,3,83,21,0,21,5,78,18,2,20,2,79,18,3,21,1,88,19,2,21,3,73,21,0,21,5,75,19,3,22,2,69,19,3,22,1,86,20,0,20,1,80,17,3,20,2,90
EMP00089,2020,21,0,21,2,80,18,3,21,5,99,19,1,20,5,65,19,3,22,5,64,20,0,20,4,70,22,0,22,3,69,18,3,21,1,72,20,1,21,5,82,22,0,22,4,65,23,0,23,4,61,18,3,21,4,72,22,1,23,2,81
EMP00090,2020,19,1,20,2,95,19,3,22,3,61,21,0,21,4,83,19,3,22,5,68,20,3,23,5,85,22,0,22,3,72,20,2,22,4,72,21,0,21,1,68,20,2,22,1,96,23,0,23,3,93,20,3,23,5,85,22,0,22,5,81
EMP00091,2020,20,1,21,2,67,21,1,22,5,90,20,1,21,4,87,23,0,23,3,79,23,0,23,5,60,18,3,21,1,95,22,1,23,3,88,19,3,22,3,76,22,0,22,2,90,18,3,21,2,88,19,1,20,4,64,22,1,23,4,86
EMP00092,2020,19,3,22,4,60,21,1,22,3,63,21,1,22,2,88,20,1,21,1,99,21,0,21,1,86,17,3,20,3,73,20,3,23,1,63,22,0,22,3,82,22,0,22,3,75,23,0,23,2,67,18,3,21,1,61,20,2,22,4,73
EMP00093,2020,19,3,22,1,93,19,2,21,1,99,21,1,22,5,100,20,1,21,3,87,17,3,20,2,92,22,1,23,3,72,19,2,21,5,66,19,1,20,3,65,23,0,23,4,98,19,3,22,2,94,19,3,22,3,74,18,2,20,4,64
EMP00094,2020,18,3,21,2,67,21,0,21,1,99,18,2,20,1,97,20,1,21,4,75,23,0,23,1,73,21,1,22,2,87,23,0,23,2,60,22,1,23,4,80,20,0,20,1,73,21,1,22,5,83,19,2,21,3,93,19,2,21,3,77
EMP00095,2020,20,3,23,1,69,19,3,22,1,84,22,1,23,1,94,19,1,20,3,60,21,1,22,4,60,18,3,21,3,85,20,1,21,4,92,21,1,22,1,77,20,1,21,5,94,18,2,20,1,75,22,0,22,1,64,17,3,20,2,72
EMP00096,2020,20,1,21,5,61,19,2,21,1,85,19,2,21,5,94,21,2,23,2,99,20,1,21,3,94,21,2,23,2,60,19,2,21,5,91,21,1,22,4,76,23,0,23,2,90,20,3,23,5,77,19,3,22,3,72,21,1,22,4,83
EMP00097,2020,21,0,21,5,82,19,1,20,1,67,20,1,21,2,82,18,3,21,4,79,19,1,20,5,73,19,3,22,4,60,17,3,20,3,82,20,0,20,1,72,20,0,20,1,97,21,0,21,3,90,19,1,20,3,85,22,1,23,5,97
EMP00098,2020,23,0,23,2,77,19,3,22,3,87,18,2,20,5,89,18,3,21,3,81,22,1,23,2,64,20,2,22,3,91,22,1,23,4,90,21,0,21,2,74,18,3,21,3,93,23,0,23,5,61,20,0,20,4,99,19,3,22,2,83
EMP00099,2020,17,3,20,3,99,17,3,20,3,70,21,0,21,1,81,21,2,23,3,68,18,3,21,5,65,22,1,23,5,75,21,1,22,4,79,17,3,20,4,93,20,2,22,4,72,22,1,23,2,76,23,0,23,3,80,19,2,21,1,88
EMP00100,2020,22,0,22,2,67,18,3,21,1,95,18,2,20,4,97,17,3,20,4,60,18,2,20,2,65,21,1,22,1,61,18,3,21,4,80,19,1,20,1,73,19,2,21,5,62,20,3,23,2,80,19,1,20,1,71,19,2,21,1,71
