employee_id,year,Jan_present_days,Jan_absent_days,Jan_total_working_days,Jan_projects_completed,Jan_project_performance,Feb_present_days,Feb_absent_days,Feb_total_working_days,Feb_projects_completed,Feb_project_performance,Mar_present_days,Mar_absent_days,Mar_total_working_days,Mar_projects_completed,Mar_project_performance,Apr_present_days,Apr_absent_days,Apr_total_working_days,Apr_projects_completed,Apr_project_performance,May_present_days,May_absent_days,May_total_working_days,May_projects_completed,May_project_performance,Jun_present_days,Jun_absent_days,Jun_total_working_days,Jun_projects_completed,Jun_project_performance,Jul_present_days,Jul_absent_days,Jul_total_working_days,Jul_projects_completed,Jul_project_performance,Aug_present_days,Aug_absent_days,Aug_total_working_days,Aug_projects_completed,Aug_project_performance,Sep_present_days,Sep_absent_days,Sep_total_working_days,Sep_projects_completed,Sep_project_performance,Oct_present_days,Oct_absent_days,Oct_total_working_days,Oct_projects_completed,Oct_project_performance,Nov_present_days,Nov_absent_days,Nov_total_working_days,Nov_projects_completed,Nov_project_performance,Dec_present_days,Dec_absent_days,Dec_total_working_days,Dec_projects_completed,Dec_project_performance
EMP00011,2019,19,6,25,5,90,21,3,24,7,91,21,0,21,4,95,19,2,21,4,85,20,4,24,5,93,24,1,25,6,93,20,6,26,4,86,24,2,26,3,87,22,0,22,4,79,18,3,21,7,76,19,1,20,4,69,24,2,26,3,75
EMP00012,2019,21,1,22,3,88,19,2,21,4,95,23,0,23,4,92,24,1,25,3,74,23,2,25,4,90,20,3,23,6,69,19,1,20,3,65,20,4,24,2,65,18,6,24,3,65,21,0,21,4,87,19,2,21,5,86,24,1,25,2,64
EMP00013,2019,19,1,20,7,92,19,1,20,2,76,18,5,23,4,80,22,2,24,7,63,19,3,22,2,66,20,4,24,2,68,21,1,22,4,85,23,1,24,4,93,21,3,24,3,76,23,3,26,6,78,21,0,21,5,77,20,0,20,5,76
EMP00014,2019,21,1,22,2,81,18,5,23,5,65,20,0,20,3,86,20,0,20,3,78,20,5,25,3,92,19,2,21,7,65,18,7,25,2,84,19,1,20,3,67,25,1,26,2,92,19,6,25,7,75,19,6,25,6,63,22,0,22,3,79
EMP00015,2019,22,3,25,6,92,19,3,22,7,92,20,3,23,6,82,19,2,21,4,70,23,2,25,6,61,19,2,21,3,68,22,2,24,6,71,19,6,25,5,65,20,2,22,4,72,20,1,21,2,87,21,1,22,7,69,20,0,20,6,70
EMP00016,2019,19,7,26,4,91,23,1,24,6,79,23,2,25,4,70,25,0,25,2,88,24,0,24,3,62,22,4,26,2,69,18,2,20,5,72,20,1,21,3,72,19,3,22,6,63,22,3,25,5,84,19,5,24,3,88,20,4,24,3,77
EMP00017,2019,19,3,22,5,83,19,3,22,3,86,18,7,25,5,80,19,1,20,2,85,20,4,24,7,90,19,2,21,3,68,20,5,25,3,81,23,3,26,2,71,21,3,24,4,80,22,0,22,4,74,21,3,24,7,74,20,0,20,5,89
EMP00018,2019,22,4,26,6,88,19,4,23,7,67,18,5,23,7,88,21,0,21,6,62,20,5,25,5,71,18,8,26,5,85,21,3,24,6,81,18,4,22,2,93,19,6,25,5,92,18,3,21,4,62,22,2,24,6,73,22,3,25,7,92
EMP00019,2019,24,1,25,5,85,21,2,23,7,75,18,3,21,3,65,26,0,26,3,65,20,1,21,3,70,19,2,21,4,74,20,0,20,7,81,23,1,24,7,62,26,0,26,2,85,24,0,24,5,64,19,7,26,7,86,23,2,25,7,84
EMP00020,2019,18,2,20,6,77,19,1,20,7,93,20,2,22,2,87,20,6,26,3,93,21,4,25,6,92,22,0,22,7,85,18,2,20,4,90,19,2,21,4,91,23,3,26,3,93,18,2,20,6,68,23,0,23,2,80,19,6,25,5,82
EMP00021,2019,23,1,24,7,87,19,2,21,5,76,18,2,20,5,80,24,0,24,6,94,20,6,26,2,95,18,3,21,5,94,18,7,25,3,83,26,0,26,5,66,21,1,22,7,84,22,0,22,2,71,21,0,21,5,67,19,2,21,5,93
EMP00022,2019,19,1,20,2,83,23,0,23,2,91,20,1,21,4,71,22,0,22,4,64,19,4,23,6,68,21,5,26,3,65,24,0,24,6,77,25,0,25,2,89,22,3,25,5,94,21,0,21,3,79,18,7,25,2,85,24,0,24,6,85
EMP00023,2019,19,2,21,5,94,18,3,21,4,82,22,1,23,4,73,21,2,23,4,88,24,0,24,4,93,19,2,21,2,65,26,0,26,4,73,20,2,22,7,68,21,2,23,7,78,19,1,20,3,94,20,5,25,2,85,22,3,25,2,84
EMP00024,2019,19,6,25,4,67,21,3,24,7,70,20,0,20,4,84,20,6,26,5,77,19,1,20,7,88,25,0,25,7,93,18,5,23,6,84,22,1,23,4,86,22,3,25,5,73,20,0,20,2,62,25,0,25,7,65,19,3,22,5,73
EMP00025,2019,19,4,23,3,95,18,2,20,5,67,20,1,21,7,79,18,7,25,2,92,22,2,24,5,82,21,5,26,3,75,21,2,23,6,62,19,5,24,5,69,21,0,21,5,77,18,4,22,4,89,19,2,21,3,67,20,4,24,5,93
EMP00026,2019,19,1,20,6,69,20,0,20,2,88,23,0,23,6,85,21,3,24,2,61,18,6,24,6,76,18,5,23,3,67,21,4,25,2,71,20,4,24,2,93,21,3,24,5,69,22,1,23,7,73,21,4,25,2,80,19,1,20,7,87
EMP00027,2019,19,1,20,3,75,19,2,21,2,91,23,2,25,5,73,18,4,22,5,68,23,1,24,4,92,18,2,20,6,93,21,1,22,5,67,19,3,22,4,91,23,1,24,6,67,19,4,23,3,82,18,4,22,4,92,19,1,20,7,73
EMP00028,2019,25,1,26,6,64,18,2,20,5,64,19,4,23,4,90,19,2,21,3,74,18,5,23,3,65,18,5,23,4,70,22,1,23,2,82,19,4,23,6,82,22,1,23,7,78,18,5,23,7,87,22,1,23,4,92,20,0,20,4,66
EMP00029,2019,23,2,25,2,63,20,0,20,5,67,19,2,21,5,89,21,2,23,4,71,23,0,23,5,94,24,1,25,7,82,24,0,24,7,77,23,0,23,4,91,21,5,26,6,94,19,4,23,7,87,20,2,22,7,82,20,0,20,5,91
EMP00030,2019,21,0,21,2,72,18,5,23,5,74,19,5,24,3,93,21,3,24,3,94,21,0,21,4,82,18,2,20,4,78,19,2,21,5,90,18,6,24,5,93,20,3,23,4,73,20,2,22,6,89,19,2,21,4,67,22,3,25,7,91
EMP00031,2019,21,4,25,7,75,19,4,23,3,75,18,2,20,5,88,18,2,20,2,81,18,8,26,6,72,20,6,26,5,84,18,3,21,4,89,19,7,26,2,73,18,6,24,6,72,22,0,22,6,71,18,7,25,4,79,18,4,22,3,74
EMP00032,2019,19,4,23,5,84,18,3,21,2,95,19,3,22,4,94,20,2,22,6,83,25,1,26,7,83,18,2,20,6,71,19,1,20,3,77,19,4,23,2,79,21,1,22,5,69,19,1,20,3,73,19,1,20,7,66,18,8,26,7,75
EMP00033,2019,21,0,21,6,92,18,6,24,6,77,19,6,25,6,60,21,3,24,6,76,20,1,21,4,89,18,2,20,4,84,19,7,26,2,92,23,2,25,5,80,25,0,25,5,62,23,1,24,6,86,22,1,23,3,81,18,7,25,7,63
EMP00034,2019,22,0,22,2,72,21,2,23,4,77,25,0,25,4,87,20,0,20,5,67,20,0,20,7,65,25,1,26,7,68,21,2,23,4,79,19,2,21,6,93,21,1,22,2,72,19,1,20,7,91,23,2,25,2,74,20,4,24,5,87
EMP00035,2019,18,6,24,6,90,20,2,22,7,66,24,2,26,6,90,20,3,23,2,88,19,4,23,7,81,19,4,23,4,68,18,5,23,6,91,19,6,25,5,64,25,0,25,2,67,20,1,21,2,86,18,7,25,7,69,24,2,26,5,83
EMP00036,2019,18,2,20,3,91,23,1,24,2,69,18,5,23,5,92,21,0,21,7,88,22,4,26,7,90,20,0,20,5,74,21,2,23,2,73,21,1,22,2,91,19,2,21,4,88,18,2,20,5,73,18,4,22,2,91,18,2,20,6,90
EMP00037,2019,18,5,23,6,61,18,7,25,7,69,21,0,21,5,88,20,5,25,3,66,18,6,24,2,85,21,2,23,7,83,19,4,23,6,60,22,3,25,6,90,19,3,22,2,60,19,2,21,2,77,22,2,24,4,61,25,0,25,2,62
EMP00038,2019,20,3,23,6,66,21,0,21,5,93,19,4,23,3,63,19,2,21,7,74,22,1,23,7,83,20,3,23,7,71,19,1,20,2,61,20,2,22,4,81,20,3,23,2,85,18,2,20,4,83,18,5,23,7,80,20,4,24,2,68
EMP00039,2019,19,1,20,2,72,20,0,20,6,60,22,3,25,3,77,19,3,22,7,81,19,3,22,2,66,18,2,20,7,62,21,4,25,2,81,18,4,22,3,76,25,1,26,2,62,20,0,20,3,86,18,6,24,5,91,18,6,24,3,92
EMP00040,2019,19,6,25,5,65,18,2,20,4,61,20,1,21,3,75,19,4,23,7,88,20,1,21,6,72,20,4,24,2,79,19,3,22,2,89,24,0,24,4,90,21,5,26,6,83,19,3,22,2,84,24,1,25,6,78,20,3,23,5,71
EMP00041,2019,21,1,22,3,92,20,2,22,7,67,24,2,26,2,66,23,0,23,2,91,21,1,22,5,77,22,1,23,4,81,18,2,20,4,85,24,0,24,2,68,19,1,20,7,72,18,8,26,6,74,20,1,21,7,89,19,2,21,3,88
EMP00042,2019,21,0,21,5,75,19,3,22,5,70,26,0,26,4,93,20,2,22,6,87,20,1,21,2,89,20,1,21,3,92,23,1,24,6,86,22,1,23,3,89,21,4,25,3,72,19,1,20,4,90,19,2,21,6,68,18,5,23,2,87
EMP00043,2019,18,3,21,3,87,20,0,20,2,86,19,4,23,2,95,21,1,22,2,91,20,0,20,6,69,19,1,20,7,72,22,1,23,5,76,20,4,24,7,66,24,0,24,4,79,26,0,26,2,77,22,2,24,4,68,20,5,25,4,65
EMP00044,2019,23,0,23,2,78,21,2,23,4,84,19,1,20,5,68,20,3,23,6,77,23,1,24,4,76,20,1,21,7,63,21,0,21,2,71,25,1,26,2,68,18,7,25,2,70,18,2,20,2,86,20,5,25,5,80,19,4,23,5,87
EMP00045,2019,18,2,20,7,85,22,1,23,2,75,24,1,25,2,74,21,5,26,7,60,22,3,25,5,85,25,0,25,3,62,21,3,24,4,80,18,2,20,7,95,20,0,20,6,62,19,3,22,3,90,19,4,23,7,63,21,1,22,5,73
EMP00046,2019,20,5,25,7,83,18,4,22,2,68,20,2,22,3,72,22,3,25,5,83,24,0,24,5,78,21,4,25,7,80,22,0,22,4,64,20,3,23,3,81,19,7,26,3,72,23,1,24,3,87,20,0,20,5,74,26,0,26,5,66
EMP00047,2019,25,1,26,2,86,18,5,23,3,89,23,2,25,2,92,23,0,23,6,65,18,2,20,2,94,19,4,23,3,83,21,2,23,5,76,21,3,24,2,72,26,0,26,6,72,24,2,26,3,89,18,3,21,3,88,20,3,23,5,90
EMP00048,2019,21,1,22,2,93,19,5,24,4,83,20,4,24,2,91,24,0,24,7,86,19,7,26,3,86,19,1,20,5,69,20,2,22,4,64,18,4,22,3,64,23,0,23,6,66,25,1,26,3,80,20,2,22,7,88,19,5,24,4,78
EMP00049,2019,21,1,22,7,73,19,1,20,6,79,19,2,21,5,60,22,0,22,5,72,24,1,25,4,70,18,6,24,4,87,19,4,23,7,94,22,3,25,2,64,23,3,26,4,88,20,2,22,4,74,18,2,20,2,88,26,0,26,2,75
EMP00050,2019,20,1,21,2,80,18,8,26,4,93,21,3,24,3,76,20,5,25,6,69,22,0,22,3,74,21,4,25,4,88,19,1,20,7,68,19,2,21,3,84,21,0,21,7,70,19,3,22,7,69,19,1,20,3,65,19,2,21,3,73
EMP00051,2019,18,2,20,2,76,21,1,22,6,85,19,1,20,4,78,22,4,26,4,72,23,2,25,2,87,19,2,21,2,77,25,0,25,3,64,19,3,22,6,67,24,0,24,4,77,20,6,26,4,77,20,1,21,5,92,24,2,26,3,75
EMP00052,2019,21,1,22,4,72,26,0,26,3,64,22,3,25,3,71,22,1,23,4,93,19,1,20,7,63,21,0,21,2,79,19,4,23,3,90,21,0,21,2,66,18,7,25,7,92,23,1,24,7,79,19,1,20,2,76,20,0,20,7,69
EMP00053,2019,20,1,21,3,75,23,0,23,5,73,18,2,20,7,91,21,1,22,5,82,20,0,20,5,84,21,0,21,2,79,19,3,22,2,81,21,5,26,7,62,25,1,26,6,69,25,0,25,6,72,20,2,22,2,64,21,0,21,2,78
EMP00054,2019,19,6,25,2,61,19,1,20,6,68,20,1,21,5,65,20,2,22,6,60,18,7,25,6,81,26,0,26,6,77,21,1,22,6,63,20,0,20,2,78,19,4,23,2,91,20,3,23,7,85,22,3,25,3,91,21,4,25,7,88
EMP00055,2019,20,2,22,5,78,21,1,22,3,79,20,4,24,2,88,20,3,23,2,88,18,8,26,2,60,22,2,24,3,80,21,5,26,7,61,18,3,21,7,70,20,2,22,5,72,19,4,23,4,68,23,0,23,5,93,23,3,26,4,77
EMP00056,2019,19,3,22,2,81,21,4,25,5,64,20,3,23,2,72,18,2,20,7,71,21,2,23,7,78,18,2,20,3,78,21,1,22,7,85,23,0,23,3,82,18,5,23,6,68,18,2,20,5,92,21,0,21,5,61,23,0,23,5,71
EMP00057,2019,20,5,25,6,95,21,5,26,5,69,20,4,24,7,82,24,1,25,3,63,23,1,24,7,77,19,7,26,5,79,21,1,22,4,65,22,3,25,6,75,21,2,23,5,68,20,1,21,7,64,19,3,22,3,61,18,4,22,7,64
EMP00058,2019,18,2,20,6,71,20,2,22,3,67,20,6,26,5,78,19,4,23,2,89,24,0,24,2,62,21,2,23,5,82,24,0,24,7,75,22,1,23,7,83,21,3,24,6,71,23,3,26,2,69,22,0,22,3,61,20,3,23,4,89
EMP00059,2019,18,5,23,6,66,20,1,21,4,67,22,3,25,2,80,18,3,21,3,86,20,2,22,5,62,18,4,22,7,79,20,2,22,2,72,23,3,26,7,89,22,2,24,5,76,22,1,23,3,89,26,0,26,5,70,20,2,22,4,84
EMP00060,2019,23,0,23,5,88,21,3,24,7,61,19,7,26,4,89,20,5,25,4,75,20,6,26,7,87,18,2,20,7,66,21,4,25,7,70,25,1,26,6,64,21,0,21,3,65,18,5,23,3,93,24,2,26,4,71,22,4,26,2,63
EMP00061,2019,20,0,20,2,77,18,8,26,4,92,23,3,26,7,92,18,4,22,4,66,20,6,26,5,71,18,7,25,3,65,19,5,24,7,87,18,3,21,3,94,20,1,21,4,61,20,0,20,7,63,22,2,24,4,64,23,3,26,6,63
EMP00062,2019,18,8,26,5,78,22,3,25,4,85,25,1,26,4,70,20,4,24,4,72,22,3,25,4,64,19,2,21,6,85,19,3,22,4,88,19,1,20,6,89,19,5,24,3,64,19,1,20,4,66,23,2,25,6,75,20,4,24,3,62
EMP00063,2019,18,7,25,4,61,22,4,26,5,68,20,1,21,6,89,19,1,20,6,61,19,3,22,4,70,22,0,22,5,80,20,2,22,4,71,21,0,21,2,73,23,1,24,6,92,18,5,23,5,60,24,2,26,5,70,19,5,24,5,82
EMP00064,2019,18,2,20,4,67,20,2,22,4,62,19,6,25,3,77,21,3,24,5,68,18,5,23,7,74,18,4,22,5,90,18,2,20,5,73,23,0,23,5,82,21,2,23,4,83,18,8,26,4,94,21,0,21,6,81,25,0,25,3,80
EMP00065,2019,19,1,20,3,67,19,2,21,4,78,23,1,24,4,90,21,5,26,3,71,19,4,23,3,82,21,2,23,3,77,19,3,22,5,83,19,1,20,4,68,20,4,24,2,78,18,2,20,2,90,18,5,23,7,87,19,6,25,6,78
EMP00066,2019,21,0,21,6,93,23,0,23,6,89,22,1,23,6,82,19,6,25,5,65,18,3,21,5,64,23,0,23,7,84,20,4,24,4,82,19,2,21,7,66,21,0,21,5,94,18,6,24,3,81,22,4,26,2,77,21,2,23,7,82
EMP00067,2019,22,4,26,5,61,18,2,20,2,79,21,5,26,7,72,19,2,21,7,64,18,4,22,2,78,18,2,20,4,83,20,0,20,4,74,19,4,23,7,85,23,0,23,2,71,20,0,20,3,88,20,5,25,2,92,18,6,24,2,93
EMP00068,2019,21,2,23,7,87,23,1,24,7,75,22,3,25,2,90,22,0,22,3,75,19,4,23,6,77,23,2,25,2,73,19,7,26,6,77,22,1,23,5,65,23,0,23,7,88,19,4,23,7,70,18,5,23,7,75,19,3,22,6,60
EMP00069,2019,23,2,25,5,81,22,3,25,7,60,23,2,25,7,95,19,3,22,5,79,18,4,22,2,75,19,1,20,3,80,19,5,24,7,66,21,5,26,5,71,22,2,24,4,66,24,2,26,2,92,18,3,21,4,72,19,2,21,5,71
EMP00070,2019,20,0,20,4,69,20,0,20,2,60,18,3,21,4,72,21,1,22,3,81,19,4,23,5,88,19,1,20,4,61,22,0,22,2,89,21,2,23,5,93,20,1,21,4,93,19,2,21,2,69,22,2,24,6,77,18,2,20,7,92
EMP00071,2019,24,2,26,5,75,21,1,22,2,63,19,5,24,6,74,19,1,20,6,89,20,4,24,2,77,18,5,23,7,66,20,1,21,5,73,24,2,26,6,71,21,0,21,6,93,19,3,22,7,91,18,6,24,4,67,20,0,20,6,83
EMP00072,2019,18,3,21,3,92,23,2,25,3,82,21,2,23,3,86,22,1,23,6,87,23,3,26,6,92,20,0,20,4,88,22,1,23,6,78,19,1,20,5,70,20,0,20,5,78,20,1,21,2,95,20,0,20,6,72,19,2,21,5,71
EMP00073,2019,23,0,23,4,76,18,8,26,3,76,19,1,20,7,91,20,3,23,5,76,23,0,23,7,68,20,1,21,6,76,20,1,21,5,90,18,4,22,4,85,18,8,26,7,87,20,1,21,6,91,24,1,25,2,80,19,1,20,7,74
EMP00074,2019,18,4,22,6,70,18,2,20,6,95,22,2,24,6,84,19,3,22,2,82,18,2,20,7,90,20,3,23,2,75,22,4,26,2,87,23,2,25,7,78,20,3,23,2,93,20,6,26,2,92,20,4,24,5,61,20,0,20,7,67
EMP00075,2019,19,6,25,4,68,20,5,25,4,88,24,2,26,7,64,19,2,21,6,71,23,2,25,6,94,18,7,25,7,63,26,0,26,3,70,22,1,23,2,81,22,3,25,2,83,18,3,21,5,94,18,3,21,3,73,23,0,23,6,92
EMP00076,2019,21,5,26,2,73,19,2,21,5,79,23,1,24,7,80,23,0,23,5,65,23,0,23,7,71,18,6,24,4,80,22,3,25,6,95,25,1,26,4,64,18,5,23,2,79,22,2,24,5,63,19,6,25,7,86,18,7,25,6,70
EMP00077,2019,18,3,21,6,67,21,2,23,4,66,18,3,21,6,65,21,1,22,2,79,21,2,23,4,75,19,1,20,7,95,24,0,24,5,69,21,1,22,6,76,21,1,22,7,90,20,6,26,3,93,23,1,24,5,69,18,2,20,5,93
EMP00078,2019,24,1,25,2,93,24,0,24,2,91,26,0,26,4,68,20,0,20,6,84,24,1,25,3,73,23,2,25,2,81,23,0,23,7,79,19,1,20,3,84,22,0,22,7,66,18,6,24,7,63,20,2,22,6,83,20,6,26,5,68
EMP00079,2019,18,4,22,6,68,18,2,20,2,78,19,4,23,3,61,19,3,22,3,89,19,2,21,4,87,22,3,25,4,90,23,2,25,4,60,18,3,21,7,73,20,2,22,7,83,19,3,22,7,84,18,2,20,4,93,20,2,22,3,77
EMP00080,2019,20,4,24,6,84,22,0,22,7,74,23,1,24,6,85,18,6,24,3,72,19,1,20,3,77,19,6,25,4,92,20,3,23,5,78,19,6,25,6,93,18,3,21,5,86,21,5,26,6,61,25,0,25,3,87,18,8,26,5,88
EMP00081,2019,21,2,23,4,86,18,2,20,7,91,22,3,25,7,72,19,4,23,6,78,19,2,21,4,88,19,3,22,6,67,24,0,24,3,64,20,1,21,5,86,18,3,21,7,74,21,5,26,2,92,23,3,26,6,89,21,3,24,2,79
EMP00082,2019,18,5,23,3,70,19,4,23,6,68,21,0,21,3,82,18,5,23,4,89,21,3,24,5,93,24,0,24,7,86,20,2,22,2,65,25,1,26,4,93,20,2,22,5,70,18,8,26,6,66,19,4,23,7,66,20,3,23,2,72
EMP00083,2019,24,0,24,5,95,23,1,24,4,80,22,1,23,3,85,20,4,24,5,72,19,3,22,4,81,20,0,20,7,84,19,3,22,3,65,23,2,25,3,74,22,2,24,3,94,20,1,21,3,79,19,2,21,3,81,19,5,24,4,68
EMP00084,2019,23,3,26,7,84,20,6,26,6,61,19,1,20,7,61,20,5,25,4,95,19,6,25,3,62,24,2,26,5,64,19,1,20,3,87,20,1,21,3,63,19,3,22,6,81,19,6,25,3,86,18,2,20,5,67,21,1,22,5,78
EMP00085,2019,20,1,21,2,80,19,3,22,2,89,25,1,26,6,64,24,1,25,7,62,19,2,21,2,91,19,2,21,4,79,18,3,21,6,66,21,0,21,5,94,19,6,25,5,82,20,1,21,7,74,20,1,21,3,92,22,1,23,6,81
EMP00086,2019,22,0,22,3,64,18,6,24,2,74,20,0,20,5,66,20,5,25,3,75,20,3,23,4,71,22,4,26,3,77,19,2,21,5,76,19,1,20,6,91,20,0,20,2,88,19,1,20,4,67,18,2,20,5,82,25,0,25,6,65
EMP00087,2019,22,2,24,2,89,18,6,24,7,79,20,5,25,3,80,18,7,25,2,80,20,0,20,2,76,20,1,21,7,62,18,8,26,4,92,19,3,22,2,68,20,1,21,2,72,19,6,25,6,85,20,0,20,6,69,24,1,25,3,72
EMP00088,2019,19,4,23,2,77,20,0,20,3,86,19,6,25,2,92,19,3,22,2,91,19,6,25,3,63,19,4,23,2,76,23,0,23,7,80,24,1,25,5,69,21,5,26,3,75,21,0,21,2,65,23,3,26,6,61,21,4,25,6,76
EMP00089,2019,21,1,22,2,77,18,2,20,4,67,18,2,20,2,93,24,2,26,4,72,21,1,22,6,71,20,6,26,7,67,20,3,23,2,87,18,3,21,6,82,26,0,26,5,90,20,1,21,3,92,18,6,24,6,80,21,5,26,4,71
EMP00090,2019,22,0,22,2,65,20,6,26,5,83,21,4,25,7,73,26,0,26,2,81,20,2,22,4,60,20,2,22,2,73,20,0,20,7,74,26,0,26,4,77,20,3,23,6,77,22,1,23,7,77,20,3,23,3,74,23,1,24,4,75
EMP00091,2019,20,2,22,7,69,19,5,24,5,77,23,1,24,4,79,20,0,20,5,74,20,0,20,4,75,21,5,26,6,80,21,2,23,4,91,18,5,23,4,66,20,1,21,2,67,20,0,20,7,63,20,1,21,4,68,23,2,25,7,68
EMP00092,2019,20,0,20,4,60,18,3,21,6,66,26,0,26,5,71,22,2,24,2,67,18,5,23,6,91,18,7,25,5,61,22,2,24,7,78,21,2,23,3,63,20,5,25,5,68,20,1,21,4,71,18,8,26,7,93,18,3,21,4,94
EMP00093,2019,24,2,26,4,63,20,3,23,7,78,20,1,21,2,65,18,3,21,5,76,22,0,22,5,78,19,4,23,4,73,20,1,21,2,63,21,0,21,2,73,21,3,24,5,88,18,3,21,3,70,19,3,22,7,81,20,5,25,7,76
EMP00094,2019,24,2,26,6,73,18,5,23,2,63,20,0,20,5,92,25,1,26,5,71,19,5,24,2,73,18,2,20,7,76,18,5,23,7,89,21,1,22,2,69,18,7,25,4,82,21,5,26,5,88,18,3,21,3,68,22,3,25,4,85
EMP00095,2019,19,7,26,2,92,18,3,21,3,65,18,2,20,6,78,20,3,23,7,72,19,4,23,5,78,20,4,24,2,91,22,2,24,7,94,23,0,23,5,71,22,0,22,3,63,18,2,20,3,81,18,2,20,5,84,21,0,21,7,89
EMP00096,2019,21,0,21,6,74,19,7,26,2,73,20,1,21,3,67,26,0,26,2,91,18,2,20,3,93,18,3,21,6,86,22,2,24,6,72,19,2,21,3,86,20,6,26,4,76,20,5,25,2,87,21,1,22,6,72,24,2,26,6,72
EMP00097,2019,21,2,23,2,81,23,2,25,7,71,18,4,22,7,77,22,0,22,7,66,18,7,25,5,89,23,2,25,6,83,18,5,23,3,85,18,5,23,6,78,25,0,25,4,82,20,3,23,7,95,23,0,23,7,86,20,0,20,7,82
EMP00098,2019,18,3,21,5,63,18,8,26,2,80,18,2,20,4,82,19,3,22,7,61,22,1,23,2,73,21,2,23,5,78,20,1,21,2,62,20,1,21,6,66,19,2,21,6,78,23,1,24,4,78,24,1,25,4,65,23,2,25,2,69
EMP00099,2019,19,1,20,7,66,18,2,20,4,92,20,1,21,2,71,20,5,25,6,67,19,1,20,3,65,18,3,21,3,80,19,6,25,3,93,20,1,21,6,66,20,1,21,7,87,18,4,22,2,76,18,5,23,2,76,21,0,21,6,84
EMP00100,2019,21,2,23,7,88,18,4,22,4,60,22,2,24,2,91,20,3,23,6,88,19,5,24,2,64,19,1,20,2,94,20,1,21,5,64,22,1,23,2,80,18,3,21,7,69,18,5,23,5,79,18,6,24,6,70,24,1,25,5,80
